store_type,store,owned/rented,own_rent,city,rating,address,total_sqft,employees,programs,programs_val,Dpmo
Departmental Store,2,owned,1,Amritsar,3,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",1299,5,IHS,2,65
Departmental Store,2,rented,2,Gurgaon,4,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",4219,12,Locker,3,63
Bank,1,rented,2,Amritsar,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",2151,25,IHS,2,59
Movie theater,6,owned,1,Gurgaon,3,"Velgau, Santa Inez, Panaji, Goa 403001",7870,14,Locker,3,90
Gym,4,owned,1,Ghaziabad,4,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",1100,41,IHS,2,4
Pharmacy,7,rented,2,Mumbai,5,"SCO 85, Inner Market, 35C, Chandigarh, 160022",1200,3,IHS,2,42
Departmental Store,2,rented,2,CP,2,"3, Dwarka, Shastri Hall, Tardeo Road, Opposite Bhatia Hospital, Mumbai, Maharashtra 400007",2141,5,IHS,2,95
Bank,1,owned,1,Ghaziabad,5,"3, Dwarka, Shastri Hall, Tardeo Road, Opposite Bhatia Hospital, Mumbai, Maharashtra 400007",12100,14,3P,1,45
Lifestyle Store,5,owned,1,Noida,3,"E/1-282, Gauravaddo, Calangute, Goa 403516",30875,5,IHS,2,81
Departmental Store,2,owned,1,CP,3,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",1200,11,Locker,3,50
Lifestyle Store,5,owned,1,Gurgaon,5,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",6390,3,Locker,3,7
Movie theater,6,owned,1,Gurgaon,2,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",11000,5,Locker,3,9
Pharmacy,7,owned,1,Gurgaon,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",23413,12,3P,1,23
Restraunt,7,owned,1,Mumbai,5,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",17440,3,IHS,2,43
Grocery,3,owned,1,Dwarka,5,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",1299,10,IHS,2,80
Lifestyle Store,5,owned,1,Ghaziabad,1,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",18002,11,Locker,3,50
Departmental Store,2,owned,1,Noida,2,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",10125,11,IHS,2,54
Departmental Store,2,owned,1,Ghaziabad,5,"66 d, Beauty Avenue, Amritsar, Punjab 143104",2800,4,Locker,3,32
Pharmacy,7,rented,2,CP,5,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",2000,14,IHS,2,69
Lifestyle Store,5,owned,1,Gurgaon,3,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",1858,3,Locker,3,95
Grocery,3,owned,1,Noida,5,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",10638,12,IHS,2,20
Restraunt,7,owned,1,Noida,3,"Citrine - The Multi Designer Store, Uniworth Center, 70A Shakespeare Sarani, Kolkata, West Bengal 700017",6105,12,Locker,3,45
Pharmacy,7,owned,1,Dwarka,3,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",1800,18,Locker,3,72
Movie theater,6,owned,1,Gurgaon,2,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",2498,14,IHS,2,59
Pharmacy,7,owned,1,Noida,3,"E11, Prateek Center, 1st Floor, 8, Wazirpura Rd, Sanjay Place, Agra, Uttar Pradesh 282002",1899,8,Locker,3,81
Grocery,3,owned,1,Dwarka,4,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",1299,11,IHS,2,90
Movie theater,6,rented,2,Dwarka,3,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",2001,11,IHS,2,10
Movie theater,6,owned,1,Ghaziabad,5,"E/1-282, Gauravaddo, Calangute, Goa 403516",1800,5,3P,1,8
Movie theater,6,owned,1,CP,1,"SCO-59, 60 Near-Huda Market, Near Apollo Clinic, Sector 56, Gurugram, Haryana 122002",18002,30,3P,1,81
Restraunt,7,owned,1,Mumbai,3,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",2800,3,IHS,2,24
Movie theater,6,owned,1,CP,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",1686,10,Locker,3,95
Departmental Store,2,owned,1,Ghaziabad,3,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",2837,4,3P,1,55
Restraunt,7,owned,1,Gurgaon,4,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",1830,10,Helix,4,69
Movie theater,6,owned,1,Mumbai,3,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",2155,11,3P,1,90
Restraunt,7,owned,1,Ghaziabad,1,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",2155,20,Locker,3,50
Departmental Store,2,rented,2,Karol Bagh,3,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",10125,11,3P,1,20
Gym,4,owned,1,Amritsar,4,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",7270,14,IHS,2,45
Movie theater,6,owned,1,Noida,3,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",1800,25,IHS,2,3
Pharmacy,7,owned,1,Karol Bagh,1,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",2800,6,IHS,2,50
Gym,4,owned,1,Lucknow,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",23413,10,IHS,2,9
Pharmacy,7,owned,1,Chandigarh,5,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",1200,14,3P,1,4
Departmental Store,2,owned,1,Mumbai,3,"6, New Market, Totu, Shimla, Himachal Pradesh 171011",2837,5,Helix,4,59
Bank,1,owned,1,Noida,3,"251, Sector 37A, Sector 37, Chandigarh, 160036",2837,7,Locker,3,15
Lifestyle Store,5,owned,1,Noida,2,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",1800,12,Locker,3,14
Pharmacy,7,rented,2,Karol Bagh,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",1200,4,Locker,3,20
Departmental Store,2,owned,1,Gurgaon,5,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",1953,11,Helix,4,54
Bank,1,owned,1,Gurgaon,3,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",7875,11,Locker,3,11
Gym,4,owned,1,Gurgaon,2,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",30875,6,3P,1,55
Lifestyle Store,5,owned,1,Gurgaon,3,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",1200,10,Helix,4,45
Movie theater,6,owned,1,Gurgaon,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",10620,10,IHS,2,14
Departmental Store,2,rented,2,Karol Bagh,3,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",10000,5,3P,1,50
Gym,4,owned,1,Noida,2,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",18002,25,3P,1,50
Restraunt,7,owned,1,CP,5,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",1800,12,Locker,3,52
Restraunt,7,owned,1,Mumbai,1,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",18002,30,Locker,3,67
Departmental Store,2,owned,1,Karol Bagh,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",1800,12,3P,1,95
Grocery,3,owned,1,Gandhinagar,4,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",10000,8,IHS,2,59
Restraunt,7,rented,2,Ghaziabad,3,"B19, Omaxe City Centre, Sohna Rd, Sector 49, Gurugram, Haryana 122018",1800,10,3P,1,4
Gym,4,owned,1,Pune,5,"SCO 253, Sector 44-C, Near Canara Bank, Chandigarh, 160047",1800,12,Locker,3,54
Departmental Store,2,rented,2,Pune,3,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",18002,25,Locker,3,50
Restraunt,7,rented,2,Mumbai,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",18002,8,3P,1,45
Movie theater,6,owned,1,Noida,2,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",1000,4,IHS,2,55
Pharmacy,7,owned,1,Noida,5,"Hambran Rd, Partap Singhwala, Ludhiana, Punjab 141008",20002,12,Locker,3,32
Grocery,3,owned,1,Mumbai,3,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",1143,12,Locker,3,50
Movie theater,6,rented,2,Ghaziabad,2,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",47425,30,Locker,3,81
Lifestyle Store,5,owned,1,Karol Bagh,2,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",18002,10,3P,1,45
Bank,1,owned,1,Ghaziabad,4,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",15000,20,Helix,4,50
Departmental Store,2,rented,2,Nagpur,5,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",1100,7,Helix,4,72
Grocery,3,owned,1,Dwarka,3,"66 d, Beauty Avenue, Amritsar, Punjab 143104",2301,20,IHS,2,65
Movie theater,6,owned,1,Pune,4,"SCO-59, 60 Near-Huda Market, Near Apollo Clinic, Sector 56, Gurugram, Haryana 122002",1200,10,IHS,2,22
Grocery,3,owned,1,Chandigarh,2,"251, Sector 37A, Sector 37, Chandigarh, 160036",9431,10,Locker,3,23
Restraunt,7,owned,1,CP,3,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",36125,20,Locker,3,8
Pharmacy,7,owned,1,Gurgaon,3,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",1527,3,3P,1,20
Pharmacy,7,rented,2,CP,3,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",10077,11,IHS,2,90
Gym,4,owned,1,Noida,3,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",2837,5,IHS,2,9
Bank,1,owned,1,Gurgaon,4,"Royal Calcutta Golf Club, Prince Golam Mohammad Shah Rd, Golf Gardens, Tollygunge, Kolkata, West Bengal 700095",1800,20,3P,1,50
Gym,4,owned,1,Gurgaon,3,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",2155,30,3P,1,4
Movie theater,6,rented,2,Pune,2,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",18002,6,Locker,3,11
Restraunt,7,owned,1,Noida,5,"Mathura Rd, Opposite Mohan Estata Metro Station, Delhi Metro Housing Complex, Ali Extension, Madanpur Khadar, New Delhi, Delhi 110076",7875,3,3P,1,8
Departmental Store,2,owned,1,Mumbai,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",1800,3,Helix,4,23
Bank,1,owned,1,Dwarka,3,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",1800,10,3P,1,19
Departmental Store,2,rented,2,CP,2,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",74318.4,10,3P,1,23
Bank,1,owned,1,Gandhinagar,4,"Nallakunta, 1-8-703 TO712, Alekya Residency,, Nallakunta University Road, Nallakunta, Hyderabad, Hyderabad, 500044",8880,25,Locker,3,14
Gym,4,rented,2,Mumbai,3,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",2092,5,3P,1,10
Grocery,3,owned,1,Gurgaon,5,"Vivek Khand 3, Gomti Nagar, Lucknow, Uttar Pradesh 226010",2363,5,IHS,2,90
Lifestyle Store,5,owned,1,Mumbai,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",2151,10,Locker,3,67
Movie theater,6,owned,1,Gurgaon,5,"Velgau, Santa Inez, Panaji, Goa 403001",18002,11,Helix,4,23
Restraunt,7,rented,2,Pune,3,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",47425,11,IHS,2,14
Pharmacy,7,owned,1,Ghaziabad,2,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",23413,20,3P,1,34
Gym,4,rented,2,Pune,2,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",1200,14,Helix,4,53
Pharmacy,7,rented,2,CP,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",2301,20,3P,1,50
Restraunt,7,owned,1,Noida,3,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",47425,11,Helix,4,13
Pharmacy,7,owned,1,Noida,3,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",36125,11,3P,1,32
Gym,4,owned,1,Dwarka,3,"Market Junction, Athirampuzha Rd, Athirampuzha, Kottayam, Kerala 686562",6100,11,IHS,2,50
Gym,4,owned,1,Mumbai,3,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",2363,5,Locker,3,52
Bank,1,owned,1,Chandigarh,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",12983,10,IHS,2,55
Restraunt,7,owned,1,Mumbai,5,"The Westin Hotel, Number 1, MG Road, Sector 29, Gurugram, Haryana 122009",23413,25,Locker,3,59
Gym,4,rented,2,CP,3,"The Westin Hotel, Number 1, MG Road, Sector 29, Gurugram, Haryana 122009",1234,3,Helix,4,54
Gym,4,rented,2,Kanpur,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",12983,10,IHS,2,20
Restraunt,7,rented,2,Ghaziabad,4,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",4000,10,3P,1,32
Grocery,3,owned,1,Dwarka,3,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",6390,10,3P,1,54
Movie theater,6,owned,1,Noida,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",1299,11,3P,1,45
Departmental Store,2,owned,1,Karol Bagh,1,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",1800,11,IHS,2,16
Lifestyle Store,5,owned,1,Mumbai,4,"SCO 253, Sector 44-C, Near Canara Bank, Chandigarh, 160047",18002,11,Locker,3,32
Movie theater,6,owned,1,CP,3,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",7275,14,Helix,4,12
Departmental Store,2,owned,1,Mumbai,5,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",23413,3,Locker,3,32
Departmental Store,2,owned,1,Ahemdabad,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",1299,10,IHS,2,81
Grocery,3,owned,1,Noida,3,"4N Block, Srirampura, Bengaluru, Karnataka 560021",11000,30,Locker,3,20
Movie theater,6,owned,1,Dwarka,2,"3, Dwarka, Shastri Hall, Tardeo Road, Opposite Bhatia Hospital, Mumbai, Maharashtra 400007",74318.4,11,3P,1,24
Departmental Store,2,owned,1,Gurgaon,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",13970,11,IHS,2,45
Grocery,3,owned,1,Noida,2,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",24900,10,Locker,3,54
Bank,1,owned,1,Noida,5,"pillar No 82 A13 Opposite Metro, Kailash Colony, New Delhi, Delhi 110048",7275,5,Locker,3,45
Pharmacy,7,owned,1,Dwarka,5,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",10620,23,3P,1,24
Departmental Store,2,owned,1,Noida,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",23413,11,Locker,3,31
Departmental Store,2,owned,1,Gurgaon,3,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",2000,20,Locker,3,22
Restraunt,7,rented,2,CP,4,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",2837,10,Locker,3,95
Grocery,3,owned,1,CP,2,"Chintel House, 501, National Highway 25, 16, Station Rd, Udaiganj, Lalkuan, Lucknow, Uttar Pradesh 226019",23413,8,IHS,2,20
Grocery,3,rented,2,Jalandar,5,"Velgau, Santa Inez, Panaji, Goa 403001",1200,6,3P,1,55
Departmental Store,2,rented,2,Noida,3,"Crown Plaza, Shop No. 9, Fatehabad Road, Opp. I.T.C, Uttar Pradesh 282001",1143,10,Locker,3,23
Departmental Store,2,owned,1,Amritsar,1,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",18002,6,Locker,3,50
Gym,4,owned,1,Noida,5,"pillar No 82 A13 Opposite Metro, Kailash Colony, New Delhi, Delhi 110048",23452,25,IHS,2,45
Departmental Store,2,rented,2,Mumbai,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",15000,13,IHS,2,16
Departmental Store,2,rented,2,Dwarka,3,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",23413,20,IHS,2,55
Restraunt,7,owned,1,Gurgaon,4,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",6636,30,IHS,2,54
Departmental Store,2,owned,1,Noida,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",1299,3,Locker,3,20
Restraunt,7,owned,1,Gandhinagar,5,"SCO-59, 60 Near-Huda Market, Near Apollo Clinic, Sector 56, Gurugram, Haryana 122002",3450,10,Locker,3,56
Departmental Store,2,owned,1,Gurgaon,3,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",2301,10,Locker,3,3
Grocery,3,owned,1,Mumbai,1,"66, Mahatma Gandhi Marg, Hazratganj, Lucknow, Uttar Pradesh 226001",7918,12,Locker,3,23
Movie theater,6,owned,1,Noida,2,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",2155,10,Locker,3,67
Movie theater,6,owned,1,CP,1,"Mathura Rd, Opposite Mohan Estata Metro Station, Delhi Metro Housing Complex, Ali Extension, Madanpur Khadar, New Delhi, Delhi 110076",2837,30,Locker,3,3
Pharmacy,7,owned,1,Noida,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",1299,10,3P,1,13
Grocery,3,owned,1,Mumbai,2,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",9230,10,IHS,2,12
Grocery,3,owned,1,Mumbai,3,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",23413,30,IHS,2,81
Grocery,3,owned,1,Mumbai,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",2852,12,IHS,2,54
Gym,4,owned,1,Dwarka,5,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",6362,3,Locker,3,50
Restraunt,7,owned,1,CP,3,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",36125,11,IHS,2,55
Departmental Store,2,owned,1,CP,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",1200,8,Locker,3,45
Departmental Store,2,owned,1,Mumbai,5,"B19, Omaxe City Centre, Sohna Rd, Sector 49, Gurugram, Haryana 122018",2800,9,3P,1,50
Movie theater,6,owned,1,Mumbai,3,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",1899,10,Locker,3,45
Pharmacy,7,owned,1,Gurgaon,4,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",2837,10,IHS,2,45
Pharmacy,7,owned,1,Gurgaon,3,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",1800,8,Locker,3,32
Lifestyle Store,5,owned,1,CP,3,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",17440,12,IHS,2,15
Grocery,3,owned,1,Gurgaon,2,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",11000,5,Helix,4,24
Gym,4,owned,1,Mumbai,3,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",2001,5,3P,1,54
Grocery,3,owned,1,Gandhinagar,5,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",9860,10,Locker,3,3
Movie theater,6,rented,2,Dwarka,1,"12, Chandragupta Marg, Chanakyapuri, New Delhi, Delhi 110021",2800,4,Locker,3,81
Departmental Store,2,rented,2,Mumbai,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",24900,25,Locker,3,54
Bank,1,rented,2,Amritsar,5,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",10000,8,IHS,2,55
Movie theater,6,owned,1,Gurgaon,2,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",23413,3,Helix,4,81
Movie theater,6,owned,1,Noida,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",18002,7,IHS,2,81
Gym,4,owned,1,CP,2,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",1899,12,IHS,2,8
Movie theater,6,owned,1,Noida,2,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",13970,3,Locker,3,8
Pharmacy,7,owned,1,Ghaziabad,1,"SCO-59, 60 Near-Huda Market, Near Apollo Clinic, Sector 56, Gurugram, Haryana 122002",1800,11,Locker,3,50
Pharmacy,7,rented,2,Mumbai,2,"Rakh Bagh, Koh - E - Fiza, Ludhiana, Punjab 141001",1234,10,3P,1,42
Bank,1,rented,2,Chandigarh,2,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",23413,12,IHS,2,80
Movie theater,6,owned,1,Noida,1,"12, Chandragupta Marg, Chanakyapuri, New Delhi, Delhi 110021",10000,12,Helix,4,32
Departmental Store,2,owned,1,Noida,2,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",1800,10,3P,1,3
Grocery,3,owned,1,CP,3,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",15000,20,Locker,3,42
Pharmacy,7,owned,1,Dwarka,2,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",1858,14,3P,1,42
Bank,1,owned,1,CP,1,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",2309,25,3P,1,8
Departmental Store,2,owned,1,Dwarka,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",15600,3,Locker,3,95
Restraunt,7,owned,1,Ghaziabad,3,"12, Chandragupta Marg, Chanakyapuri, New Delhi, Delhi 110021",1299,20,Locker,3,80
Departmental Store,2,owned,1,Gurgaon,3,"66 d, Beauty Avenue, Amritsar, Punjab 143104",36125,12,IHS,2,50
