store_type,availability,location,rating  ,society,total_sqft,employees ,programs,programs_val,Dpmo
Super Market,Ready To Move,Raja Rajeshwari Nagar,1,SNity S,39375,40,Helix,4,34
Drug Store,Ready To Move,Electronic City,2,,36650,7,Locker,3,74
General Store,44061,Whitefield,3,Sryalan,76250,5,IHS,2,5
General Store,Ready To Move,Kanakpura Road,3,Naashi ,33875,9,Locker,3,80
General Store,Ready To Move,Hennur Road,2,GCbowai,25200,8,3P,1,71
Super Market,Ready To Move,1st Block Koramangala,2,Prncy R,28175,16,IHS,2,82
Super Market,Ready To Move,Sarjapur  Road,3,Reicace,16400,16,Locker,3,44
Super Market,43908,Uttarahalli,3,Rosha I,118750,3,IHS,2,82
Super Market,Ready To Move,Choodasandra,3,,27900,46,Locker,3,43
Super Market,44061,Nagappa Reddy Layout,2,ProdsWe,43750,14,IHS,2,96
Super Market,Ready To Move,sapthagiri Layout,2,Prensin,30325,12,3P,1,7
Super Market,Ready To Move,1st Phase JP Nagar,2,Srncyla,26250,42,IHS,2,21
General Store,Ready To Move,"Banasawadi, ",3,SivelMa,7650,0,Locker,3,72
Super Market,Ready To Move,Margondanahalli,2,Naods W,9000,42,IHS,2,88
Super Market,Ready To Move,Electronic City Phase II,2,Proodt ,33050,40,Locker,3,27
Super Market,44184,2nd Phase JP Nagar,2,GoityEt,11925,49,IHS,2,25
General Store,Ready To Move,Hosa Road,3,,31850,13,IHS,2,60
General Store,Ready To Move,Yelachenahalli,2,,17500,10,3P,1,86
Super Market,44183,Whitefield,2,Magiaya,#VALUE!,10,Helix,4,82
Super Market,Ready To Move,Whitefield,3,SLureSi,25250,1,Locker,3,100
Super Market,43939,HOSUR MAIN ROAD,3,Cuohahi,9450,16,Locker,3,32
Super Market,Ready To Move,Sarjapur,4,,30000,19,IHS,2,14
Super Market,Ready To Move,Horamavu Agara,2,Saowson,30500,4,IHS,2,36
General Store,Ready To Move,Lakshminarayana Pura,2,SMncyy ,37550,13,3P,1,61
General Store,Ready To Move,Chandapura,3,Raave E,26250,19,IHS,2,61
Super Market,Ready To Move,Vasanthapura,2,Asintas,45875,7,IHS,2,91
Super Market,Ready To Move,Thanisandra,3,,14040,5,IHS,2,94
Super Market,Ready To Move,Kadugodi,4,,11277,38,Helix,4,13
Super Market,Ready To Move,Banashankari Stage III,3,RookaJh,63975,6,Helix,4,50
Drug Store,Ready To Move,Lakshminarayana Pura,2,,43475,7,IHS,2,53
Drug Store,Ready To Move,AGS Layout,2,,26999.73,4,Locker,3,12
Super Market,43907,Brookefield,2,Pu270a ,7000,32,Locker,3,20
General Store,Ready To Move,2nd Phase Judicial Layout,2,,30575,12,Helix,4,28
Super Market,Ready To Move,Lakshmi Layout,9,,25875,38,IHS,2,88
Super Market,Ready To Move,Ramamurthy Nagar,2,,385000,21,IHS,2,18
General Store,Ready To Move,Thigalarapalya,2,UKanema,35055,6,Locker,3,24
Super Market,Ready To Move,Whitefield,2,Taonte ,22675,45,Locker,3,96
Super Market,Ready To Move,Dodda Nekkundi,2,HRaniIb,16650,47,3P,1,45
Super Market,44030,Whitefield,4,Phaku K,63150,44,Locker,3,48
Super Market,Ready To Move,Hormavu,2,SoncyRe,38250,32,Locker,3,85
Super Market,Ready To Move,Electronic City,2,PuendWe,27625,32,3P,1,69
Drug Store,Ready To Move,Bellandur,2,,27500,2,IHS,2,50
Super Market,44122,Defence Colony,6,,15875,42,IHS,2,17
Super Market,Ready To Move,Bannerghatta,2,,40375,18,IHS,2,42
Super Market,18-Aug,Roopena Agrahara,1,Prarkun,29000,6,Locker,3,83
Super Market,Ready To Move,Billekahalli,2,Loals P,32750,47,3P,1,34
Super Market,Ready To Move,Bhoganhalli,2,,30125,33,Helix,4,17
Super Market,Ready To Move,Whitefield,4,PrityTr,43300,42,Helix,4,95
Super Market,Ready To Move,Electronic City,3,Sulla S,31250,23,IHS,2,14
Super Market,Ready To Move,KUDLU MAIN ROAD,3,Arcia S,36000,41,IHS,2,59
Super Market,Ready To Move,Richmond Town,3,Gencysi,30500,34,Locker,3,64
Super Market,44121,Badrappa Layout,2,,16000,9,IHS,2,92
Super Market,Ready To Move,Kammanahalli,2,,16800,15,3P,1,50
Drug Store,Ready To Move,Kodihalli,3,,30525,5,IHS,2,22
Super Market,Ready To Move,Kada Agrahara,3,Deonsxp,15000,26,Locker,3,46
Drug Store,Ready To Move,Kodigehaali,2,,30250,5,Locker,3,7
Super Market,Ready To Move,"Panathur Road, ",1,,9045,20,IHS,2,12
General Store,Ready To Move,Harlur,2,Esatea ,28625,3,IHS,2,29
Super Market,Ready To Move,Electronic City,3,Elidet ,31500,16,IHS,2,3
Super Market,44183,Electronic City,2,Shitt S,12000,12,IHS,2,90
Super Market,Ready To Move,Uttarahalli,6,Prlla C,29850,48,IHS,2,40
Drug Store,Ready To Move,Chikka Gowdanapalya.,6,,12300,4,IHS,2,80
Super Market,Ready To Move,HAL 3rd Stage,3,Icncy R,59125,21,Locker,3,52
Super Market,44183,Shampura,6,Mahosya,29350,0,Helix,4,48
Super Market,Ready To Move,Sarjapur  Road,2,,36900,43,Locker,3,56
General Store,Ready To Move,Rajiv Gandhi Nagar,2,Inshath,11025,19,IHS,2,20
Super Market,Ready To Move, Devarachikkanahalli,2,DSerste,24625,27,Locker,3,78
Super Market,Ready To Move,Rajaji Nagar,2,Dieldli,27075,18,Locker,3,72
Super Market,Ready To Move,Byrasandra,2,,28750,36,Locker,3,21
Super Market,21-Nov,Balagere,1,Bhe 2ko,24000,28,Locker,3,81
Super Market,44000,Subramanyapura,3,MCnexva,100000,24,IHS,2,69
Super Market,Ready To Move,Electronic City Phase II,2,GMown E,34800,20,3P,1,97
Super Market,Ready To Move,RMV 2nd Stage,4,,22800,38,IHS,2,18
Super Market,Ready To Move,Vijaya Bank Layout,3,Leton A,30000,6,3P,1,2
General Store,Ready To Move,Indira Nagar,6,Akdorli,29800,4,IHS,2,36
General Store,44184,Old Madras Road,3,,11200,10,Locker,3,42
Super Market,Ready To Move,Green Glen Layout,3,GrrvaGr,12000,22,Helix,4,43
Super Market,Ready To Move,Sarjapur  Road,2,Soe 2as,29925,11,IHS,2,38
Super Market,Ready To Move,Jalahalli East,2,Mayne A,17325,45,Locker,3,76
Super Market,43972,TC Palaya,8,GolusLi,10584,18,3P,1,81
General Store,Ready To Move,Hosur Road,2,Aantspa,29025,0,Helix,4,34
Super Market,Ready To Move,Chandapura,2,ARntyne,9108,21,Locker,3,3
Drug Store,Ready To Move,Gunjur,3,,13125,3,Locker,3,45
Drug Store,Ready To Move,Battarahalli,5,SRbiaxu,30500,5,IHS,2,49
Super Market,Ready To Move,HSR Layout,2,APuraen,9900,40,IHS,2,87
General Store,Ready To Move,Electronic City,3,SamesHo,5670,3,IHS,2,58
Super Market,Ready To Move,Mahadevpura,2,Sariana,15500,44,IHS,2,83
Super Market,Ready To Move,3rd Phase Iti Layout,2,YMhenLi,31167,35,IHS,2,96
Super Market,Ready To Move,Begur Road,2,,37375,7,IHS,2,51
Super Market,44061,Dommasandra,3,ProdsWe,5814,35,IHS,2,69
General Store,Ready To Move,Hulimavu,3,Prityel,32500,7,3P,1,44
Drug Store,Ready To Move,2nd Block Jayanagar,6,,6000,7,Locker,3,72
Super Market,Ready To Move,7th Phase JP Nagar,4,,27225,12,Locker,3,3
Super Market,Ready To Move,Thubarahalli,2,PhestOn,27750,30,Locker,3,28
Super Market,Ready To Move,Hosa Road,2,Ahntyve,15000,5,Locker,3,1
Super Market,Ready To Move,CV Raman Nagar,2,Srarkav,29325,37,IHS,2,53
Gas Station,Ready To Move,Whitefield,2,,25750,10,IHS,2,25
General Store,Ready To Move,Hoodi,2,Rarthne,21250,17,Locker,3,2
General Store,Ready To Move,BTM 2nd Stage,3,,30800,16,Locker,3,12
Super Market,Ready To Move,Kacharakanahalli,2,,28000,29,3P,1,63
Super Market,Ready To Move,Thanisandra,3,Soiniy ,31250,18,3P,1,22
Super Market,Ready To Move,Uttarahalli,2,Apise P,47725,27,IHS,2,38
Drug Store,Ready To Move,Ramamurthy Nagar,2,,26100,9,Locker,3,51
Super Market,Ready To Move,Pattanagere,4,,47400,44,Locker,3,91
Super Market,Ready To Move,Yelahanka,2,,18000,37,IHS,2,52
General Store,44183,LB Shastri Nagar,1,,56600,16,Locker,3,47
Super Market,Ready To Move,Electronic City,2,PrityTr,27500,19,IHS,2,65
Super Market,Ready To Move,Basavangudi,4,SMuilan,32625,43,Locker,3,50
Drug Store,Ready To Move,Medahalli,1,,31150,6,Helix,4,14
Drug Store,Ready To Move,Budigere,3,,#VALUE!,0,IHS,2,90
Super Market,Ready To Move,Virat Nagar,2,,26400,28,IHS,2,42
Drug Store,Ready To Move,Marathahalli,2,Pronege,21250,1,IHS,2,44
Super Market,Ready To Move,Hennur Road,3,Adeatlm,31500,37,IHS,2,74
General Store,Ready To Move,Whitefield,2,Siourpl,47500,2,IHS,2,90
Super Market,Ready To Move,Hebbal Kempapura,2,Stkarrd,24825,21,IHS,2,88
Super Market,Ready To Move,Whitefield,3,Nimesch,24925,15,3P,1,11
Super Market,Ready To Move,Hebbal,4,Dhalsh ,29000,45,Helix,4,28
Super Market,Ready To Move,Hennur Road,3,,75000,28,IHS,2,43
Drug Store,Ready To Move,Sahakara Nagar,3,IJent A,30350,9,IHS,2,61
Super Market,Ready To Move,Kirloskar Layout,3,Vaour S,8820,17,Helix,4,22
General Store,Ready To Move,Whitefield,4,,#VALUE!,14,Helix,4,9
Super Market,43969,T G extension,2,SSestth,30800,11,IHS,2,44
Super Market,Ready To Move,Yelahanka,3,,9063,8,IHS,2,83
Super Market,Ready To Move,Vignana Nagar,2,,12960,48,IHS,2,19
Drug Store,43969,Attur Layout,4,Daden G,15500,8,Locker,3,38
Drug Store,Ready To Move,Electronic City,3,,35500,0,IHS,2,98
Super Market,Ready To Move,Kudlu Gate,2,Soiewre,48755,19,Locker,3,73
Super Market,Ready To Move,Mukkutam Nagar,8,Prncyrn,26750,19,Locker,3,9
Super Market,Ready To Move,Gubbalala,3,NatisAt,12800,30,3P,1,25
Drug Store,Ready To Move,Sahakara Nagar,5,,#VALUE!,6,IHS,2,85
Super Market,Ready To Move,Whitefield,4,,24000,30,Locker,3,73
Super Market,18-Jul,Ambedkar Nagar,3,ViistLa,42500,45,Helix,4,32
Super Market,Ready To Move,Jakkur,3,HoDewy ,16956,4,Locker,3,53
Drug Store,Ready To Move,Hulimavu,2,,34150,3,IHS,2,75
Super Market,44187,Chandapura,1,PrarePa,19800,22,Helix,4,83
Super Market,Ready To Move,Chandapura,2,,9000,24,Locker,3,2
Super Market,Ready To Move,Hebbal,3,SSthamh,9900,34,Locker,3,94
General Store,Ready To Move,Hegde Nagar,2,Tiare S,45400,6,IHS,2,58
Super Market,Ready To Move,Kaggalipura,3,Gincyi ,16650,33,Helix,4,44
General Store,Ready To Move,Rajaji Nagar,3,,27525,1,Helix,4,13
Super Market,Ready To Move,JP Nagar,4,Malowr ,8667,41,Locker,3,74
Super Market,Ready To Move,Vishveshwarya Layout,4,Pronyt ,5850,31,Locker,3,96
Super Market,Ready To Move,Ramamurthy Nagar,7,Reitice,11880,16,IHS,2,73
Super Market,Ready To Move,Nagarbhavi,3,Deens G,27000,35,3P,1,100
Super Market,Ready To Move,Vijayanagar,3,Tinori ,31300,5,IHS,2,96
Drug Store,Ready To Move,Electronic City Phase II,2,,50425,6,IHS,2,78
Super Market,Ready To Move,Vasanth nagar,4,,46150,24,IHS,2,50
Super Market,44185,Rajaji Nagar,3,Caycend,9900,20,Locker,3,87
Drug Store,Ready To Move,Kanakpura Road,2,,67750,3,3P,1,24
Super Market,Ready To Move,Whitefield,1,,43000,37,IHS,2,72
Super Market,Ready To Move,Badavala Nagar,3,TNrdet ,35625,21,Locker,3,51
Super Market,Ready To Move,Binny Pete,2,MDonta ,32575,39,IHS,2,30
Super Market,44185,Kengeri,1,SollyCl,33925,1,Locker,3,35
Super Market,Ready To Move,R.T. Nagar,3,,60000,33,Helix,4,13
Super Market,Ready To Move,Hennur Road,8,Krtiqa ,27900,15,Helix,4,99
Super Market,Ready To Move,Sarjapur  Road,3,Gaodsch,34375,36,IHS,2,66
Super Market,44186,Kanaka Nagar,3,PrarePa,15570,18,3P,1,57
Super Market,43909,Akshaya Nagar,4,Masser ,52500,39,Helix,4,14
Super Market,Ready To Move,Sector 1 HSR Layout,3,,78600,43,IHS,2,29
Super Market,Ready To Move,Nagavarapalya,2,SJityVe,29500,42,IHS,2,89
General Store,Ready To Move,Ananth Nagar,2,Prineth,13750,9,Helix,4,73
Super Market,Ready To Move,Bannerghatta Road,3,,35000,14,IHS,2,26
Super Market,44124,whitefiled,2,PrarePa,43575,4,IHS,2,39
Super Market,18-Jan,Old Madras Road,2,Puachal,9198,30,Helix,4,77
Super Market,Ready To Move,Budigere,3,HMonymp,30550,12,Locker,3,95
Super Market,Ready To Move,KR Puram,2,,24850,20,IHS,2,84
General Store,Ready To Move,Uttarahalli,3,SwionMa,31500,3,Locker,3,96
Super Market,43940,Chamrajpet,2,LedorSa,38500,41,Locker,3,17
Super Market,44000,Bommanahalli,3,SSdhimr,10800,44,IHS,2,72
Super Market,Ready To Move,Nagarbhavi,3,PrwarSa,53375,11,Helix,4,44
Super Market,Ready To Move,Whitefield,3,Ammesss,27500,10,IHS,2,94
Drug Store,Ready To Move,Kaggadasapura,2,,28200,0,3P,1,77
Super Market,Ready To Move,Sahakara Nagar,3,,47100,16,Locker,3,73
Super Market,Ready To Move,Doddaballapur,4,AWharde,30950,31,Locker,3,99
General Store,Ready To Move,Kereguddadahalli,2,DSureSi,6300,13,IHS,2,17
Super Market,44183,Hormavu,2,Jaades ,24375,11,Locker,3,92
Super Market,Ready To Move,Whitefield,2,,5400,6,Locker,3,92
Drug Store,Ready To Move,Sarjapur  Road,3,,45000,0,Helix,4,38
Drug Store,Ready To Move,Shampura,2,,25000,5,Locker,3,13
Drug Store,Ready To Move,Malleshwaram,3,,16250,5,Locker,3,81
Drug Store,44183,7th Phase JP Nagar,2,Putere ,48325,6,Helix,4,33
General Store,44061,Hennur,2,Sodgere,6000,14,IHS,2,15
General Store,Ready To Move,Kurubarahalli,1,,24000,17,IHS,2,41
Drug Store,44183,Sarjapur  Road,2,AkArkti,12000,2,Locker,3,75
Super Market,Ready To Move,Seegehalli,3,MaaveEn,6000,1,Locker,3,57
Super Market,Ready To Move,Uday Nagar,3,DSoodSh,32075,48,IHS,2,49
Super Market,Ready To Move,Rajarajesheari nagar,2,Srure S,#VALUE!,9,Locker,3,1
Drug Store,Ready To Move,Raja Rajeshwari Nagar,2,,47750,4,Locker,3,98
Gas Station,44183,Rajaji Nagar,3,Rosha I,31375,20,IHS,2,20
Super Market,44183,Vijayanagar,2,DNionfl,34300,4,3P,1,82
Drug Store,Ready To Move,Kaggadasapura,2,,32375,8,3P,1,75
Drug Store,Ready To Move,Ramagondanahalli,2,Krs A C,32075,3,Locker,3,50
Drug Store,Ready To Move,Attibele,2,,47750,7,IHS,2,90
General Store,Ready To Move,Sonnenahalli,3,Suwerlo,33930,17,Locker,3,54
Super Market,43939,Sector 2 HSR Layout,3,Prtates,36500,38,IHS,2,21
General Store,Ready To Move,Sonam Layout,2,SrarkSk,26375,19,IHS,2,79
Super Market,44001,Sarjapur,2,Sancy R,51800,28,Locker,3,11
Super Market,Ready To Move,Binny Pete,1,CoapeSo,29000,39,Locker,3,71
Drug Store,Ready To Move,2nd Stage Nagarbhavi,3,,12000,5,Helix,4,57
General Store,Ready To Move,Banashankari,3,,#VALUE!,4,IHS,2,11
Super Market,Ready To Move,Electronic City,2,Aconyit,27500,24,Locker,3,56
Super Market,43849,Neeladri Nagar,3,PrntaEn,26250,22,IHS,2,4
General Store,44183,Old Madras Road,4,,9450,1,IHS,2,20
General Store,Ready To Move,7th Phase JP Nagar,3,,32250,12,3P,1,71
Drug Store,Ready To Move,Choodasandra,2,,32250,4,IHS,2,56
Super Market,44184,Yelahanka,2,Prhar G,6000,33,IHS,2,17
General Store,Ready To Move,5th block Koramangala,4,,6000,9,Locker,3,89
Super Market,43969,Meenakunte,3,UbreeAn,30000,24,IHS,2,64
General Store,Ready To Move,Horamavu Agara,2,AmthaIn,38825,6,Locker,3,25
General Store,Ready To Move,Hennur,2,,28750,11,Locker,3,13
Super Market,Ready To Move,Hosakerehalli,2,Sutte C,33000,15,IHS,2,26
Super Market,Ready To Move,Hormavu,2,Soitya ,29625,15,IHS,2,73
Super Market,43850,TC Palaya,3,Soresea,5700,40,3P,1,89
Super Market,Ready To Move,Bannerghatta Road,2,SoncyRe,30625,36,Locker,3,74
Super Market,Ready To Move,Anekal,2,Brony H,16920,32,3P,1,45
Super Market,Ready To Move,Sarjapur  Road,3,BriumMi,9000,15,Locker,3,35
Super Market,Ready To Move,Bendiganahalli,5,,15000,23,IHS,2,58
Gas Station,Ready To Move,Kanakpura Road,3,Glnetch,26275,13,IHS,2,44
Super Market,Ready To Move,Doddathoguru,1,,47275,47,Locker,3,50
General Store,Ready To Move,Shanti Nagar,4,,10260,13,IHS,2,96
Super Market,44000,Electronic City,2,,55900,4,IHS,2,83
Super Market,44183,Raja Rajeshwari Nagar,2,SNnia E,23375,3,Locker,3,73
Super Market,Ready To Move,Rayasandra,3,,28500,30,IHS,2,56
Super Market,Ready To Move,Ashwathnagar,3,,27500,48,IHS,2,14
Super Market,Ready To Move,Banashankari Stage VI,4,Aklia R,10500,5,IHS,2,64
Super Market,Ready To Move,Chandapura,6,,43750,11,Locker,3,3
Super Market,43969,Jakkur Plantation,4,Saesttt,29250,49,Locker,3,40
Super Market,44153,Konanakunte,4,,25200,26,IHS,2,69
Drug Store,43879,2nd Stage Nagarbhavi,5,Cetattu,31375,5,IHS,2,18
General Store,Ready To Move,Whitefield,2,,5085,12,IHS,2,41
Super Market,Ready To Move,7th Block Jayanagar,3,Shthi S,34550,16,Locker,3,25
General Store,Ready To Move,Whitefield,2,,9000,9,Locker,3,84
Super Market,Ready To Move,Electronics City Phase 1,3,,28925,41,3P,1,90
Drug Store,Ready To Move,Banashankari,2,,25450,3,Locker,3,47
Drug Store,Ready To Move,Kothannur,6,,51250,8,3P,1,1
Super Market,44185,Tata Nagar,3,PavesGr,42775,10,Locker,3,13
Super Market,44031,Chandapura,2,Soazak ,31250,35,Locker,3,75
Super Market,Ready To Move,7th Phase JP Nagar,3,Mayne A,10800,42,3P,1,65
Super Market,43908,Harlur,2,SNnia E,24300,30,Helix,4,61
Super Market,Ready To Move,Green Glen Layout,4,PuziaVe,33875,34,IHS,2,1
Super Market,Ready To Move,Nagavarapalya,1,,37500,18,IHS,2,48
General Store,Ready To Move,Victoria Layout,2,,12420,13,IHS,2,34
General Store,Ready To Move,Avalahalli,3,,47100,18,IHS,2,1
Drug Store,Ready To Move,Basavangudi,3,,30400,3,Locker,3,55
Super Market,Ready To Move,Bannerghatta Road,2,Bhmesy ,11025,34,IHS,2,6
General Store,Ready To Move,5th Phase JP Nagar,2,Vaensia,9450,15,IHS,2,81
Super Market,Ready To Move,Chikku Lakshmaiah Layout,3,Spity E,39250,8,Helix,4,70
Super Market,43969,Electronic City,2,SJityaz,12000,31,IHS,2,9
Super Market,Ready To Move,Sarjapur  Road,3,Thowsil,29475,47,IHS,2,7
Drug Store,43939,Hennur Road,3,,70125,2,Locker,3,67
Super Market,44152,Talaghattapura,3,,29750,40,IHS,2,23
Super Market,Ready To Move,8th Phase JP Nagar,2,,9495,44,Helix,4,99
Super Market,Ready To Move,Glass Factory Layout,3,IBityin,#VALUE!,1,IHS,2,83
Drug Store,Ready To Move,Whitefield,2,,38250,9,Locker,3,29
Super Market,Ready To Move,Vijayanagar,1,,31625,33,IHS,2,45
Drug Store,Ready To Move,Banashankari Stage III,5,,18000,1,Locker,3,46
Super Market,43969,Raja Rajeshwari Nagar,4,Sryalan,33675,2,IHS,2,3
Super Market,43938,Geleyara Balaga Layout,2,,24030,8,IHS,2,21
Super Market,Ready To Move,Sahakara Nagar,2,Sonviik,28150,35,Locker,3,99
Super Market,Ready To Move,Harlur,2,Srconor,35275,12,Locker,3,33
Super Market,Ready To Move,Shettigere,3,Soiniy ,12000,46,IHS,2,9
Super Market,Ready To Move,Varthur,2,SMuilan,36875,33,IHS,2,94
General Store,Ready To Move,Kanakpura Road,3,KencyRe,#VALUE!,9,Locker,3,48
General Store,Ready To Move,Whitefield,2,Adeatlm,26250,16,Locker,3,11
Drug Store,Ready To Move,Banashankari Stage III,4,,28875,9,Locker,3,19
Super Market,Ready To Move,Electronic City,2,,44675,41,IHS,2,74
Super Market,43908,Virat Nagar,2,,94025,33,Locker,3,44
Super Market,44184,Vidyaranyapura,3,DSapeto,12500,30,Locker,3,71
General Store,Ready To Move,Padmanabhanagar,2,Drente ,31500,17,IHS,2,67
Super Market,Ready To Move,Hennur,2,Shthi S,24375,15,IHS,2,33
Super Market,Ready To Move,Yeshwanthpur,3,Paestol,37375,6,IHS,2,6
Super Market,Ready To Move,Hormavu,3,Gotis A,31875,45,IHS,2,2
Drug Store,Ready To Move,Thanisandra,2,,14310,1,Locker,3,54
Drug Store,Ready To Move,Malleshwaram,2,,28500,2,Helix,4,57
Super Market,44184,Akshaya Nagar,3,PrensKe,15300,21,Locker,3,18
Super Market,Ready To Move,Kengeri Satellite Town,2,Niareum,13140,42,Locker,3,14
Super Market,43851,7th Phase JP Nagar,2,PrarePa,34500,33,3P,1,54
General Store,Ready To Move,Nyanappana Halli,2,,22500,18,IHS,2,2
Super Market,Ready To Move,Electronics City Phase 1,6,,13125,23,Helix,4,17
General Store,Ready To Move,Vadarpalya,3,,36600,3,3P,1,85
Super Market,Ready To Move,Thanisandra,2,,29875,36,Locker,3,63
Super Market,Ready To Move,Old Madras Road,2,Srhamra,48750,28,Helix,4,32
General Store,Ready To Move,Thanisandra,2,,19000,12,Locker,3,36
General Store,Ready To Move,Kasavanhalli,1,DiaveEn,21000,15,IHS,2,4
Drug Store,44184,Kanakpura Road,2,Putere ,6120,7,Locker,3,55
Super Market,44061,Kenchenahalli,3,DSoodil,13000,41,IHS,2,39
Drug Store,Ready To Move,Akshya Nagar,2,,41125,8,IHS,2,18
Drug Store,Ready To Move,Subramanyapura,2,,11600,3,IHS,2,34
Drug Store,Ready To Move,Nagarbhavi,1,,55350,6,IHS,2,80
General Store,Ready To Move,Kadubeesanahalli,3,,30800,0,Locker,3,48
General Store,Ready To Move,HOSUR MAIN ROAD,2,,28775,15,IHS,2,7
Super Market,43939,Venugopal Reddy Layout,2,MJtroty,38750,26,Locker,3,23
Super Market,Ready To Move,Dairy Circle,3,,10980,24,Helix,4,97
Super Market,Ready To Move,Nagarbhavi,3,Bhmesy ,150000,23,IHS,2,25
Super Market,Ready To Move,Electronics City Phase 1,2,Soiewre,9900,35,Locker,3,80
General Store,Ready To Move,Whitefield,3,,52325,0,IHS,2,94
Super Market,Ready To Move,7th Phase JP Nagar,2,Sothin ,99000,40,Locker,3,87
Super Market,Ready To Move,Cambridge Layout,3,Saeur G,30250,40,IHS,2,39
Drug Store,Ready To Move,Kanakpura Road,3,,32500,3,IHS,2,3
General Store,Ready To Move,Kadugodi,4,Mawerer,16200,17,3P,1,98
General Store,Ready To Move,Kadugodi,3,,29625,19,IHS,2,52
General Store,Ready To Move,Marsur,3,,4770,0,Locker,3,53
Drug Store,Ready To Move,Chandapura,2,,12000,9,Locker,3,34
Super Market,44061,Chennammana Kere,2,ProdsWe,45625,0,Helix,4,79
General Store,Ready To Move,Electronics City Phase 1,2,AnazaPl,29250,13,IHS,2,11
Super Market,Ready To Move,Akshaya Nagar,3,AritaFe,9580,22,IHS,2,34
Drug Store,Ready To Move,Rajaji Nagar,3,,13500,5,Helix,4,60
Super Market,Ready To Move,Whitefield,3,DNeremo,28750,39,IHS,2,47
Super Market,Ready To Move,Kundalahalli,3,Brglede,32775,30,IHS,2,32
Drug Store,43879,Whitefield,2,,29850,6,IHS,2,50
Super Market,Ready To Move,Prithvi Layout,4,,30000,17,Locker,3,87
General Store,Ready To Move,Hosahalli Extension,9,Coner C,18000,14,IHS,2,12
Super Market,Ready To Move,Ganga Nagar,2,Baveles,40000,17,3P,1,39
Drug Store,Ready To Move,Srinivas Colony,3,CoinoCu,14427,1,Locker,3,66
Drug Store,Ready To Move,Hosur Road,2,,30125,7,IHS,2,34
Super Market,Ready To Move,BTM 1st Stage,7,,10710,3,Locker,3,94
Super Market,44183,JP Nagar,2,Mahosya,51550,29,Locker,3,95
Super Market,Ready To Move,Panathur,2,Shony S,35000,49,3P,1,56
Super Market,Ready To Move,Yelahanka,3,Pyikad ,52375,37,IHS,2,99
